Proyecto	Actividad	Estado	Municipio	Localidad	Nombre	Fecha de inicio	Fecha de conclusión	Tipo de actividad	Clase de Actividad	Estatus	Sede de la actividad	Tipo de sede	Recuento de Consecutivo	Cantidad Público participante	Mujeres	Hombres	Niñas	Niños	Mujeres jóvenes	Hombres jóvenes	Personas Adultas	Personas Adultas Mayores
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Chilapa del Carmen	Convite Cultural en la Telesecundaria "José Vasconcelos Calderón", Playa Vicente, Veracruz	04/06/2025	04/06/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telesecundaria "José Vasconcelos Calderón"	Escuela pública	1	15	6	9	6	9	0	0	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Chilapa del Carmen	Convite Cultural en la Telesecundaria "José Vasconcelos Calderón", Playa Vicente, Veracruz	18/06/2025	18/06/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telesecundaria "José Vasconcelos Calderón"	Escuela pública	1	20	9	11	7	11	0	0	2	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Chilapa del Carmen	Convite Cultural en la Telesecundaria "José Vasconcelos Calderón", Playa Vicente, Veracruz	25/06/2025	25/06/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telesecundaria "José Vasconcelos Calderón"	Escuela pública	1	18	8	10	7	10	0	0	1	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Chilapa del Carmen	Convite Cultural en la Telesecundaria "José Vasconcelos Calderón", Playa Vicente, Veracruz	02/07/2025	02/07/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telesecundaria "José Vasconcelos Calderón"	Escuela pública	1	19	10	9	8	9	0	0	2	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Chilapa del Carmen	Convite Cultural en la Telesecundaria "José Vasconcelos Calderón", Playa Vicente, Veracruz	09/07/2025	09/07/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telesecundaria "José Vasconcelos Calderón"	Escuela pública	1	19	9	10	7	10	0	0	2	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Chilapa del Carmen	Convite Cultural en la Telesecundaria "José Vasconcelos Calderón", Playa Vicente, Veracruz	23/07/2025	23/07/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telesecundaria "José Vasconcelos Calderón"	Escuela pública	1	12	8	4	6	4	1	0	1	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Chilapa del Carmen	Convite Cultural en la Telesecundaria "José Vasconcelos Calderón", Playa Vicente, Veracruz	30/07/2025	30/07/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telesecundaria "José Vasconcelos Calderón"	Escuela pública	1	16	12	4	9	3	1	0	3	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Chilapa del Carmen	Convite Cultural en la Telesecundaria "José Vasconcelos Calderón", Playa Vicente, Veracruz	13/08/2025	13/08/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telesecundaria "José Vasconcelos Calderón"	Escuela pública	1	10	7	3	3	3	1	0	3	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Chilapa del Carmen	Convite Cultural en la Telesecundaria "José Vasconcelos Calderón", Playa Vicente, Veracruz	20/08/2025	20/08/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telesecundaria "José Vasconcelos Calderón"	Escuela pública	1	11	7	4	4	4	1	0	2	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Chilapa del Carmen	Convite Cultural en la Telesecundaria "José Vasconcelos Calderón", Playa Vicente, Veracruz	27/08/2025	27/08/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telesecundaria "José Vasconcelos Calderón"	Escuela pública	1	8	6	2	4	2	1	0	1	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Chilapa del Carmen	Convite Cultural en la Telesecundaria "José Vasconcelos Calderón", Playa Vicente, Veracruz	10/09/2025	10/09/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telesecundaria "José Vasconcelos Calderón"	Escuela pública	1	18	9	9	9	9	0	0	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Chilapa del Carmen	Convite Cultural en la Telesecundaria "José Vasconcelos Calderón", Playa Vicente, Veracruz	17/09/2025	17/09/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telesecundaria "José Vasconcelos Calderón"	Escuela pública	1	16	7	9	7	9	0	0	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Chilapa del Carmen	Convite Cultural en la Telesecundaria "José Vasconcelos Calderón", Playa Vicente, Veracruz	24/09/2025	24/09/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telesecundaria "José Vasconcelos Calderón"	Escuela pública	1	17	10	7	9	7	0	0	1	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Chilapa del Carmen	Convite Cultural en la Telesecundaria "José Vasconcelos Calderón", Playa Vicente, Veracruz	01/10/2025	01/10/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telesecundaria "José Vasconcelos Calderón"	Escuela pública	1	19	10	9	9	9	0	0	1	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Chilapa del Carmen	Convite Cultural en la Telesecundaria "José Vasconcelos Calderón", Playa Vicente, Veracruz	15/10/2025	15/10/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telesecundaria "José Vasconcelos Calderón"	Escuela pública	1	14	7	7	6	7	0	0	1	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Chilapa del Carmen	Convite Cultural en la Telesecundaria "José Vasconcelos Calderón", Playa Vicente, Veracruz	22/10/2025	22/10/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telesecundaria "José Vasconcelos Calderón"	Escuela pública	1	18	9	9	9	9	0	0	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Chilapa del Carmen	Convite Cultural en la Telesecundaria "José Vasconcelos Calderón", Playa Vicente, Veracruz	29/10/2025	29/10/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telesecundaria "José Vasconcelos Calderón"	Escuela pública	1	33	22	11	8	7	1	0	15	2
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	27/02/2025	27/02/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	18	11	7	8	7	3	0	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	06/03/2025	06/03/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	22	14	8	10	7	1	0	3	1
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	13/03/2025	13/03/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	18	12	6	10	5	0	0	3	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	20/03/2025	20/03/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	14	8	6	5	6	0	0	3	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	27/03/2025	27/03/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	22	11	11	6	10	3	0	3	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	03/04/2025	03/04/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	18	13	5	10	5	0	0	3	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	10/04/2025	10/04/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	16	13	3	10	3	1	0	2	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	17/04/2025	17/04/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	11	7	4	5	4	0	0	2	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	24/04/2025	24/04/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	15	9	6	6	6	0	0	3	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	08/05/2025	08/05/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	16	10	6	7	5	1	0	3	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	15/05/2025	15/05/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	20	11	9	8	9	0	0	2	1
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	22/05/2025	22/05/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	21	13	8	8	8	0	0	5	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	29/05/2025	29/05/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	29	20	9	12	8	1	0	7	1
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	05/06/2025	05/06/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	24	17	7	13	6	0	0	5	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	12/06/2025	12/06/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	34	23	11	17	10	2	0	5	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	19/06/2025	19/06/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	20	13	7	11	7	0	0	2	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	26/06/2025	26/06/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	11	8	3	6	3	1	0	1	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	15/07/2025	15/07/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	21	12	9	11	8	1	1	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	17/07/2025	17/07/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	22	12	10	5	9	3	0	4	1
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	22/07/2025	22/07/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	19	9	10	4	8	1	1	5	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	29/07/2025	29/07/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	20	14	6	8	4	0	0	7	1
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	05/08/2025	05/08/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	29	17	12	8	11	4	0	6	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	12/08/2025	12/08/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	17	6	11	6	10	0	0	1	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	14/08/2025	14/08/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	18	9	9	9	7	0	0	2	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	19/08/2025	19/08/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	25	14	11	5	8	3	0	8	1
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	21/08/2025	21/08/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	15	10	5	8	5	2	0	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	28/08/2025	28/08/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	30	19	11	10	9	6	0	5	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	04/09/2025	04/09/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	22	14	8	11	8	1	0	2	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	11/09/2025	11/09/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	25	18	7	13	7	0	0	4	1
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	18/09/2025	18/09/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	32	20	12	13	11	4	1	3	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	25/09/2025	25/09/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	26	16	10	10	10	2	0	3	1
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	02/10/2025	02/10/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	20	14	6	10	5	0	0	4	1
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	09/10/2025	09/10/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	18	9	9	6	8	1	0	3	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	16/10/2025	16/10/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	20	11	9	8	7	0	0	4	1
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	23/10/2025	23/10/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	20	15	5	10	4	2	0	3	1
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Parque "El Mirador", Playa Vicente, Veracruz	30/10/2025	30/10/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Parque "El Mirador"	Plaza, Parque o Jardín	1	17	12	5	10	4	2	0	1	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Telebachillerato “Playa Vicente” 2A, Playa Vicente, Veracruz	25/02/2025	25/02/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telebachillerato “Playa Vicente” 2A	Escuela pública	1	27	13	14	13	14	0	0	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Telebachillerato “Playa Vicente” 2A, Playa Vicente, Veracruz	04/03/2025	04/03/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telebachillerato “Playa Vicente” 2A	Escuela pública	1	26	12	14	12	14	0	0	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Telebachillerato “Playa Vicente” 2A, Playa Vicente, Veracruz	11/03/2025	11/03/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telebachillerato “Playa Vicente” 2A	Escuela pública	1	21	11	10	11	10	0	0	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Telebachillerato “Playa Vicente” 2A, Playa Vicente, Veracruz	18/03/2025	18/03/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telebachillerato “Playa Vicente” 2A	Escuela pública	1	24	13	11	13	11	0	0	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Telebachillerato “Playa Vicente” 2A, Playa Vicente, Veracruz	25/03/2025	25/03/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telebachillerato “Playa Vicente” 2A	Escuela pública	1	22	12	10	12	10	0	0	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Telebachillerato “Playa Vicente” 2A, Playa Vicente, Veracruz	01/04/2025	01/04/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telebachillerato “Playa Vicente” 2A	Escuela pública	1	26	11	15	11	15	0	0	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Telebachillerato “Playa Vicente” 2A, Playa Vicente, Veracruz	08/04/2025	08/04/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telebachillerato “Playa Vicente” 2A	Escuela pública	1	16	7	9	7	9	0	0	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Telebachillerato “Playa Vicente” 2A, Playa Vicente, Veracruz	06/05/2025	06/05/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telebachillerato “Playa Vicente” 2A	Escuela pública	1	23	12	11	12	11	0	0	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Telebachillerato “Playa Vicente” 2A, Playa Vicente, Veracruz	13/05/2025	13/05/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telebachillerato “Playa Vicente” 2A	Escuela pública	1	23	11	12	11	12	0	0	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Telebachillerato “Playa Vicente” 2A, Playa Vicente, Veracruz	20/05/2025	20/05/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telebachillerato “Playa Vicente” 2A	Escuela pública	1	23	12	11	12	11	0	0	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Telebachillerato “Playa Vicente” 2A, Playa Vicente, Veracruz	27/05/2025	27/05/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telebachillerato “Playa Vicente” 2A	Escuela pública	1	23	12	11	12	11	0	0	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Telebachillerato “Playa Vicente” 2A, Playa Vicente, Veracruz	17/06/2025	17/06/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telebachillerato “Playa Vicente” 2A	Escuela pública	1	22	11	11	11	11	0	0	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Telebachillerato “Playa Vicente” 2A, Playa Vicente, Veracruz	24/06/2025	24/06/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telebachillerato “Playa Vicente” 2A	Escuela pública	1	22	11	11	11	11	0	0	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Telebachillerato “Playa Vicente” 2A, Playa Vicente, Veracruz	01/07/2025	01/07/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telebachillerato “Playa Vicente” 2A	Escuela pública	1	15	10	5	10	5	0	0	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Telebachillerato “Playa Vicente” 2A, Playa Vicente, Veracruz	09/09/2025	09/09/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telebachillerato “Playa Vicente” 2A	Escuela pública	1	24	14	10	12	10	2	0	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Telebachillerato “Playa Vicente” 2A, Playa Vicente, Veracruz	30/09/2025	30/09/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telebachillerato “Playa Vicente” 2A	Escuela pública	1	15	8	7	7	4	1	3	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Telebachillerato “Playa Vicente” 2A, Playa Vicente, Veracruz	07/10/2025	07/10/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telebachillerato “Playa Vicente” 2A	Escuela pública	1	21	11	10	8	8	3	2	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Telebachillerato “Playa Vicente” 2A, Playa Vicente, Veracruz	14/10/2025	14/10/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telebachillerato “Playa Vicente” 2A	Escuela pública	1	15	12	3	10	3	2	0	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Telebachillerato “Playa Vicente” 2A, Playa Vicente, Veracruz	21/10/2025	21/10/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telebachillerato “Playa Vicente” 2A	Escuela pública	1	15	8	7	7	6	1	1	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Telebachillerato “Playa Vicente” 2A, Playa Vicente, Veracruz	28/10/2025	28/10/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telebachillerato “Playa Vicente” 2A	Escuela pública	1	9	6	3	5	2	1	1	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Telebachillerato “Playa Vicente” 2B, Playa Vicente, Veracruz	03/03/2025	03/03/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telebachillerato “Playa Vicente” 2B	Escuela pública	1	23	11	12	11	10	0	2	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Telebachillerato “Playa Vicente” 2B, Playa Vicente, Veracruz	07/03/2025	07/03/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telebachillerato “Playa Vicente” 2B	Escuela pública	1	28	14	14	14	12	0	2	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Telebachillerato “Playa Vicente” 2B, Playa Vicente, Veracruz	14/03/2025	14/03/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telebachillerato “Playa Vicente” 2B	Escuela pública	1	25	12	13	12	11	0	2	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Telebachillerato “Playa Vicente” 2B, Playa Vicente, Veracruz	21/03/2025	21/03/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telebachillerato “Playa Vicente” 2B	Escuela pública	1	24	11	13	11	11	0	2	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Telebachillerato “Playa Vicente” 2B, Playa Vicente, Veracruz	24/03/2025	24/03/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telebachillerato “Playa Vicente” 2B	Escuela pública	1	23	11	12	11	11	0	1	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Telebachillerato “Playa Vicente” 2B, Playa Vicente, Veracruz	04/04/2025	04/04/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telebachillerato “Playa Vicente” 2B	Escuela pública	1	22	11	11	11	10	0	1	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Telebachillerato “Playa Vicente” 2B, Playa Vicente, Veracruz	11/04/2025	11/04/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telebachillerato “Playa Vicente” 2B	Escuela pública	1	19	10	9	10	8	0	1	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Telebachillerato “Playa Vicente” 2B, Playa Vicente, Veracruz	09/05/2025	09/05/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telebachillerato “Playa Vicente” 2B	Escuela pública	1	22	10	12	10	10	0	2	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Telebachillerato “Playa Vicente” 2B, Playa Vicente, Veracruz	12/05/2025	12/05/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telebachillerato “Playa Vicente” 2B	Escuela pública	1	25	10	15	10	14	0	1	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Telebachillerato “Playa Vicente” 2B, Playa Vicente, Veracruz	19/05/2025	19/05/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telebachillerato “Playa Vicente” 2B	Escuela pública	1	18	7	11	7	9	0	2	0	0
Convite cultural	Jornada ordinaria	Veracruz	Playa Vicente	Playa Vicente	Convite Cultural en el Telebachillerato “Playa Vicente” 2B, Playa Vicente, Veracruz	26/05/2025	26/05/2025	Jornada ordinaria	Convite cultural ordinario	Activo	Telebachillerato “Playa Vicente” 2B	Escuela pública	1	20	11	9	11	8	0	1	0	0
